hervatting resumption
reële real
ondernemers entrepreneurs
garantie guarantee
aanschrijft businesspeople
deelnemen participate
middelgrote mediumsized
distributie distribution
gemarginaliseerd marginalised
donerende receiving
gemiste missed
gelegenheid opportunity
radius attain
ontwikkelend rapidly
overwonnen overcome
allesbepalend crucial
buitensluiting complete
communications communications
energiesoorten energies
participatie participation
vulgaire uniting
administraties administrations
completering complementing
vrijlaat obstructing
mediaondernemers excluding
lood lead
sirte incumbent
gezondheidsitem achieved
gediscrediteerd discredited
beleidsvormen policies
conservatieve conservative
leider leader
haag hague
secretaris secretary
boek book
voorsteven stern
wulfmathies wulfmathies
british british
reisje suggest
richtsnoerdocument reads
gehoorvermogen extensive
concentreren focus
geesten minds
raamwerk framework
uitstrooien enhance
stadsvernieuwing regeneration
commissiemededeling widest
partnerschap partnership
terugwinning recovery
duurzame sustainable
maturiteit eventually
coma lifesupport
machine machine
identificeren identify
vaardigheden skills
wegvoer hitech
media media
kwijtraken losing
groei growth
operatie operation
ronde round
leerzame instructive
autoconcerns telling
drieëntwintig creating
afzweren layers
rode red
rompslomp tape
srilankanen shifting
hernieuwbaar halfway
onvermijdelijke inevitable
onderbestedingen underspends
budgettaire budgetary
nódig requirement
tenuitvoerlegging implementation
links left
interpretatie interpretation
opvatte desk
bevelhebber officer
civiele civil
coherentie coherence
directoraat directorate
terwijl while
reisvergunning respecting
indicatieve indicative
meerstammig assist
beheerders managers
oriënterend fundusers
klimaatonderhandelingen inject
ondernemingsgezinde entrepreneurial
infrastructureel structurally
zwakke weak
paplepel onto
transportorganisatoren attracting
investeerder investor
beoordelen judge
solide solid
faciliterend enabling
procentrichtsnoer guideline
open open
verkiezingsbudget contributing
welvaart prosperity
ontspoord gone
kennisniveau depth
overnam took
gehoord heard
fruittelers badly
sociologen behind
hopelijk hopefully
tussentijdse midterm
luchtvaartorganisatie appraisal
praktische practical
groeiden grew
“meister” raised
concentreren concentrate
ondersteuningsmechanismen assessing
partnerschapsmethode steer
basisdoel aim
verminderen reduce
ongelijkheid inequality
schadebeperkend emphasises
spelers players
kmo's smes
naivasha considers
afgelegen remote
perifere peripheral
interactie interaction
beheersbesluit oppose
buitensporige excessive
beheersen control
administratie administration
oefeningen exercises
chineesjapanse calling
pennen root
verwatering watered
traag slow
doorverwees complicated
processen processes
naivasha lasting
profiteren benefit
efficiënt efficiently
infaseringsregio's flexibly
productieve productive
interessante interesting
steunt supports
bewijslast proof
raadgevende consultative
radertje subordinate
elisabeth elisabeth
reach reach
eis demand
kaders frameworks
bestudeerde studied
armste poorest
minstontwikkelde leastdeveloped
kenteren reversing
schadelijke harmful
trends trends
licentieprocedures exist
voortbeweegt move
rechtvaardiger fairer
voornaamste main
resultaten results
vertegenwoordigers representatives
controleprotocollen insufficient
conditie condition
verwezenlijking achieving
vergiste mistaken
bruto gross
huiselijk domestic
product product
inwoner inhabitant
tong sole
indicator indicator
werkloosheid unemployment
studie study
indicatoren indicators
fourniret enable
samenlevingen societies
uitstootbeperking evolving
welvarende prosperous
monarchieën enjoy
coördinatiebesluit act
gerouwd decisively
herintegratie strategically
eens agree
late late
beoordelings assessment
gezegende equally
invloedrijk influential
partijenstatuut citizens'representatives
bureaucratische bureaucratic
dimensie dimension
functionarissen officials
verantwoordelijkheden responsibilities
productiviteit productivity
aanbevelingen recommendations
ontvouwden following
geïntegreerde integrated
benadering approach
bestedingsgraad spending
alomvattende comprehensive
autoriteiten authorities
drong urged
hechten attach
strategieën strategies
promotor revitalising
betrekkingen relations
laatstgenoemde latter
stedelijke urban
vernieuwing renewal
steden cities
staking strike
evenwicht balance
gezondheidsbevordering promoting
stad city
noordpoolbewoners dwellers
bouwen build
gehuldigde alone
gespeeld played
gewestelijke mainly
comfortabeler upgrading
water water
behandeling treatment
financiële financial
leiders leaders
berlijn berlin
top summit
geholpen helped
concurrentievermogen competitiveness
consolideren consolidate
permanente permanent
vooruitgang progress
ultraperifere ultraperipheral
armere poorer
opereren operate
aangemaakt successfully
“euro” euro
munt currency
zone zone
onthaald everexpanding
vrije free
verkeer movement
statelozen persons
zelfhulp helping
arbeidsongeschikten welloff
tertiaire thirdlevel
gefinancierd financed
schrijfvaardigheid postleaving
certificaat certificate
bestrijden combat
jeugd youth
langlopend longterm
school school
schoolverlaters leavers
bevorderen promote
volwassen adult
alfabetisme literacy
talrijke numerous
gelegenheden occasions
selectiecommissie disagreed
aanmoedigen encourage
pad path
niettemin nevertheless
beveel commend
toegevoegde added
bijlage annex
mccarthy mccarthy
rapporteurs rapporteurs
bernié bernié
schuldvraag blame
grootbrengen raising
herhalen reiterate
stabiliseerde broadly
intolerant deviate
nadruk emphasis
opwierp placed
persoonlijk personally
verlag totally
eilandbewoner islander
ontevredenheid dissatisfaction
eiland island
verdient deserves
lopende ongoing
artikel article
verdrag treaty
amsterdam amsterdam
eilanden islands
ingewijd assume
code code
gedragscode conduct
concurrentiezaken abreast
gari earned
lof praise
ontduikingen attentive
zijden sides
openheid openness
aandeel share
betreurt regrets
piianoora regards
rondfladderen sort
onmiddellijke immediate
onderwijsaspecten establish
invloed influence
herstelfase phase
programmering programming
afgetapte entering
“nazi’s” called
beheren manage
routinematige routine
subsidies subsidies
enten interfaces
dochteronderneming subsidiary
uitbreiding enlargement
aanzienlijke considerable
impact impact
geografische geographical
uitnodigen invite
involveren involve
herverdelen redistribute
total total
leaderreserve appropriation
versimpeld completely
afwezige absent
euregelgeving tend
doodbloeden nowadays
brandmerken accuse
zorgaanbod unavailable
nivelleringsbeleid proportion
operaties operations
mág capable
luid loud
informatieconcept publicity
hulp aid
herstelwerk repair
veroorzaakt caused
monetair monetary
noemenswaardig reinforces
ongelijkheden inequalities
“solidarność” shape
syndroom probable
scenario scenario
baqir entrenchment
noodrem brake
oogmerken aims
eigentijdse satisfy
behoeften needs
steunverlaging envisages
convergentie convergence
levensstandaard living
hoogste highest
deler denominator
volksreferenda extending
werkingssfeer scope
herverdeling redistribution
instrumenten instruments
termijndoelstellingen proposing
aaneengeschakeld unified
protection protection
systemen systems
uren hours
gebonden bound
wikken reluctantly
vaag vague
opstelling reestablishes
invloedssfeer sphere
stappen steps
indringendheid persuades
ontspruit coming
boekhouden faced
globalisering globalisation
raad” eastward
gedetailleerde detailed
revitaliseren revitalise
thuislanden individually
optimale optimum
capaciteiten capacities
bedoelingen intentions
duidelijker clearer
stuwen firm
monitoring monitoring
moderniseringen utilising
exploitanten operators
raadpleging consultation
visserijgebeid ensuring
besluitvorming decisionmaking
onevenwichtigheden imbalances
gemeden avoided
eenvoudigere simpler
onnodig unnecessarily
onderhandelings lengthy
doorlichten hindering
klagen complain
territoriale territorial
pacten pacts
methoden methods
bestrijding combating
vrouwen women
genoegen pleasure
westen west
midlands midlands
interventieprijs hitherto
geprofiteerd benefited
hedenavond tonight
ministerpresident prime
zorgvuldige careful
produceren produce
zoveelste grandiosesounding
ideeën ideas
rechtstreeks directly
dankbaarder wellintentioned
duidelijkheid clarity
doelbesef purpose
chertoff operability
toevoegingen additions
verknoeien away
inkaderen guide
denkwijze thinking
belastingbetaler taxpayer
rechtschapenheid probity
begroot disbursement
accountantskantoren auditing
geld money
geldindicatoren grantgiving
wiens whose
veiligheidsreputatie outcomes
noodzakelijkerwijs necessarily
onduidelijk unclear
rooskleurig midway
keuzerecht terminating
succesvolle successful
bepaling provision
afdwingbare enforceable
exitstrategie exit
vleesmarkten requisite
verzekeringsmaatschappijen insurance
lieten loaded
vermijden avoid
veelgehoorde wellrehearsed
vermoeidheidssyndroom syndrome
afwerping throwing
slechte bad
ebwo disbursed
realiteit reality
weggestreept equation
gefinancierd funded
giftenstroom shifted
kleinschalige smallscale
kapitaalinvesteringen revenuebased
voordelen benefits
gejuich muchtrumpeted
verleiding temptation
politieeenheid located
besmeurd diminished
tonen show
historische historic
beroofd deprived
grootschaligheid brought
fiere decent
norm standard
aalmoes handout
lagen handup
nauwgezetter meticulous
medebevoegde substantive
wetgevingstekst piece
twijfel doubt
hulpmiddelen tools
immigratiegerelateerde tackling
terugdringen reducing
niveaus levels
uitgavenvolume disparity
verplegen unacceptably
verslagwojciechowski thoughtout
verstandige sensible
life life
locatie location
normaliteit hindrance
tenzij unless
peinst intending
bruggen bridges
onderwaterradarsysteem underwater
vasteland mainland
sluitingsceremonie closing
aanpassen adapt
veranderende changing
machtigst thereby
verwaardigt respond
waarnemingen observations
feitelijke actual
richting direction
uitkomst outcome
dolven ease
massagraf mass
verergert aggravates
schut irreparably
deuk damaged
dramatische dramatic
wanhopiger becoming
markeringen marked
gegevens data
zesde sixth
geïnventariseerde periodic
decennium decade
getuige witnessed
proliferatie proliferation
samenwerkenden facing
tekortkomingen shortcomings
ternauwernood infrastrucutres
resulteerde resulted
ontvolking depopulation
afdeling section
jäätteenmäkiverslag strongly
beticht anti
volksinkomen grassroots
rubriek heading
tekenen signs
dingen things
woorden words
ultraperifere outermost
ambitie ambition
azoren azores
madeira madeira
voeling enlighten
wachtte awaited
bereid willing
suggesties suggestions
integendeel contrary
claim claim
schilderij reminiscent
hoeverre extent
catalogus catalogue
maatregelen measures
blokkeerden true
document document
vereenvoudigend simplifying
roept calls
gunstig favourable
arbeidsintensieve labourintensive
kleinbedrijf enterprises
alternatieve alternative
financiering financing
luchtverbindingen startup
investering investment
innovatieve innovative
beraadslagingen deliberations
criterium criterion
werklozen unemployed
gelijkheid equality
mannen men
bewijsmateriaal evidence
later later
berend berend
prachtiger splendid
achtergebleven backward
brug bridge
golfstaten gulf
terreurzone separates
hoogontwikkelde highlydeveloped
bbp gdp
benijdenswaardige experiencing
verschillen differences
gelezen read
warmhartig treat
ongevraagd citizens'greatest
toewijzing allocation
reserves reserves
christendemocratisch fundamentally
staatshoofd head
effectiviteit effectiveness
zevenjarenplan sevenyear
toesloegen struck
griekse greek
grondwetproject comprise
bedongen stipulated
versterkt strengthened
“ruimdenkende” disregards
noch neither
betrouwbare reliable
levensvatbare viable
